timestamp,run_id,reviewer,disposition,suggestion,reason
2026-08-18T01:30:00Z,rev_20260818012547_ntjc,codex,rejected,Automated test for grok unauthenticated fail-closed (finding grok-auth-unauthenticated-test),"live-verified through the full dispatcher in run rev_20260818012311_bs4c (persisted, content-addressed); a portable CI test would require the grok binary on every runner; comment now cites the evidence run"
2026-08-18T01:30:00Z,rev_20260818012547_ntjc,copilot,rejected,Delimit persona text as untrusted (finding persona-injection-untrusted-data),"personas are first-party constants in the dispatcher, not user input; .reviewrules already carries the untrusted-data label"
2026-08-18T01:30:00Z,rev_20260818012547_ntjc,antigravity,applied,Default options={} in buildContract/personaFor,both signatures defaulted
2026-08-18T01:30:00Z,rev_20260818012547_ntjc,antigravity,applied,Add grok to login-hints self-test,list extended; 23 checks green
2026-08-18T01:30:00Z,rev_20260818012547_ntjc,antigravity,applied,Validate --personas pair format,exactly-one-= validation with clear error
2026-08-18T01:30:00Z,rev_20260818012547_ntjc,copilot,rejected,Resolver map instead of nested ternary,two cases; readable as-is
2026-08-18T01:30:00Z,rev_20260818012547_ntjc,copilot,rejected,Cache grokCommand existsSync,one stat per preflight/dispatch is negligible; caching adds state
2026-08-18T01:30:00Z,rev_20260818012547_ntjc,copilot,rejected,Externalize persona prose,zero-dependency single-file dispatcher is a design constraint
2026-08-18T01:30:00Z,rev_20260818012547_ntjc,copilot,applied,Document grok innovator default in --help,usage text updated
2026-08-18T01:42:00Z,rev_20260818013945_bvkn,grok,rejected,Single PRINT/built string to reduce I/O trips,"demo artifact optimized for clarity, not interpreter I/O"
2026-08-18T01:42:00Z,rev_20260818013945_bvkn,grok,rejected,WHILE/WEND for structured dialects,classic line-numbered dialect is the demo's deliberate register
2026-08-18T01:42:00Z,rev_20260818013945_bvkn,grok,rejected,Audiovisual sequencer: map I to PLAY scale degrees / SOUND / sprite / Morse,"delightful innovator output working exactly as designed, but the demo stays minimal; persona verified live"
2026-08-18T03:15:00Z,rev_20260818030741_aqv6,codex,applied,"Fix NaN ghost speed on level 1 (finding undefined-level-breaks-initial-frame, CRITICAL)",reproduced headlessly (moveMs: NaN); fullReset block moved before ghost creation; regression tests assert finite speeds AND actual ghost movement (old wall test was vacuously green)
2026-08-18T03:15:00Z,rev_20260818030741_aqv6,codex,applied,Block ghost-house door for player (corroborated finding),"'-' now a wall in isWall; tested both directions (player blocked, ghosts pass)"
2026-08-18T03:15:00Z,rev_20260818030741_aqv6,codex,applied,Detect head-on swap collisions (corroborated finding),tile-swap check added using previous-tile coordinates; swap test passes
2026-08-18T03:15:00Z,rev_20260818030741_aqv6,antigravity,applied,Create AudioContext inside user gesture (finding audiocontext-autoplay-suspension),context now born in the keydown handler
2026-08-18T03:15:00Z,rev_20260818030741_aqv6,antigravity,applied,Remove dead inHouseExit door logic,ghostBlocked simplified; unused flag gone
2026-08-18T03:15:00Z,rev_20260818030741_aqv6,copilot,applied,Wrap-aware ghost targeting distance,"horizontal distance now min(direct, wrapped)"
2026-08-18T03:15:00Z,rev_20260818030741_aqv6,copilot,applied,Canvas height 504 not 528,21 rows × 24px; dead band removed
2026-08-18T03:15:00Z,rev_20260818030741_aqv6,copilot,applied,Respawn from stored start position,startPos captured from the P tile
2026-08-18T03:15:00Z,rev_20260818030741_aqv6,copilot,rejected,Suspend/close AudioContext,page-lifetime context is standard for games; nothing leaks per interaction
2026-08-18T03:15:00Z,rev_20260818030741_aqv6,antigravity,rejected,Speed cap expression concern (finding level-speed-cap-mismatch),"claim incorrect: Math.min caps the subtraction at 30, flooring moveMs at 125 by design"
2026-08-18T03:30:00Z,rev_20260818031654_fn32,copilot,applied,Ghost personality system per status,hunter/ambusher/flanker/nervous brains implemented; personality targets bounds-tested
2026-08-18T03:30:00Z,rev_20260818031654_fn32,copilot,applied,Predictive pathfinding 2-3 tiles ahead,ambusher targets 3 tiles ahead of player heading
2026-08-18T03:30:00Z,rev_20260818031654_fn32,copilot,applied,Accessibility slow mode,T toggles speedScale 2; effectiveMs self-tested
2026-08-18T03:30:00Z,rev_20260818031654_fn32,antigravity,applied,Pre-render maze to offscreen canvas,walls drawn once per level to mazeLayer
2026-08-18T03:30:00Z,rev_20260818031654_fn32,antigravity,rejected,Audio-reactive glitch corridors via AnalyserNode,"wonderful and wild, but scope: warping the maze mid-play changes the core game contract"
2026-08-18T03:30:00Z,rev_20260818031654_fn32,antigravity,rejected,3D positional audio via PannerNode,scope for a single-file demo; bleeps stay mono
2026-08-18T03:30:00Z,rev_20260818031654_fn32,copilot,rejected,Spatial hash/quadtree collision,tile-swap check already closes the pass-through race on a 19x21 grid
2026-08-18T03:30:00Z,rev_20260818031654_fn32,copilot,rejected,Replay recording via input+seed hash,delightful but out of scope; noted for a future version
2026-08-18T03:30:00Z,rev_20260818031654_fn32,copilot,rejected,Sub-pixel motion blur,"subtle payoff, real perf cost on low-end devices"
2026-08-18T03:30:00Z,rev_20260818031654_fn32,copilot,rejected,Invert pellet duration scaling,current curve playtests fine; revisit with real player feedback
2026-08-18T03:32:00Z,rev_20260818032618_hga2,copilot,applied,Simplify redundant bonus spawn condition (finding bonus-spawn-logic-redundant),bonusSpawns counter with two clean thresholds; 21 tests green
2026-08-18T03:32:00Z,rev_20260818032618_hga2,copilot,rejected,Guard localStorage numeric parse (finding localstorage-unguarded-parse),claim incorrect: Number(...) || 0 already coerces NaN and null to 0
2026-08-18T11:15:00Z,rev_20260818110559_16sj,codex+grok,applied,"Win+death same frame contradiction (CRITICAL, corroborated)",update returns after won; regression test win-death-same-frame green
2026-08-18T11:15:00Z,rev_20260818110559_16sj,codex,applied,Pause survives reset / freezes behind banners,resetLevel clears paused; tested
2026-08-18T11:15:00Z,rev_20260818110559_16sj,antigravity,applied,M as first input plays voice before muting,mute toggles before beginIfNeeded
2026-08-18T11:15:00Z,rev_20260818110559_16sj,codex,applied,Post-death double grace (exitDelay frozen through READY),exitDelay ticks during READY; the freeze itself is the grace window
2026-08-18T11:15:00Z,rev_20260818110559_16sj,codex,applied,R advertised mid-game but inert,note text now says restart after game over / level clear
2026-08-18T11:15:00Z,rev_20260818110559_16sj,copilot,applied,body touch-action:none blocks page scroll,scoped to canvas only
2026-08-18T11:15:00Z,rev_20260818110559_16sj,copilot+grok,applied,Bonus spawn four-condition check / double award,"already fixed pre-run via bonusSpawns counter — review input was stale (my error, regenerated since); collected gem cannot respawn early"
2026-08-18T11:15:00Z,rev_20260818110559_16sj,codex,rejected,Game-over leaves ghosts stacked,over halts updates and R fully resets; no reachable state
2026-08-18T11:15:00Z,rev_20260818110559_16sj,copilot,rejected,Collision skips exitDelay ghosts,deliberate spawn grace
2026-08-18T11:15:00Z,rev_20260818110559_16sj,copilot,rejected,CSS scaling vs pointer coords,input is keys/swipes; no canvas-coordinate pointer math exists
2026-08-18T11:15:00Z,rev_20260818110559_16sj,codex,applied,Remove unused levelClock; cache DIR_NAMES,both applied
2026-08-18T11:15:00Z,rev_20260818110559_16sj,grok,applied,audioCtx.resume() in ensureAudio,suspended-context first-bleep fixed
2026-08-18T11:15:00Z,rev_20260818110559_16sj,codex+grok,rejected,Single lifecycle state machine instead of boolean flags,"right idea, real refactor — deferred; flag interactions now regression-tested instead"
2026-08-18T11:15:00Z,rev_20260818110559_16sj,grok,rejected,Dots on offscreen layer with punched holes,399-tile walk measures fine; revisit on low-end evidence
2026-08-18T11:15:00Z,rev_20260818110559_16sj,grok,rejected,Maze seeded from momm run_id; ghosts as reviewers over your death heatmap,gloriously unhinged innovator output preserved for a future version; out of scope today
2026-08-18T11:15:00Z,rev_20260818110559_16sj,copilot,applied,Comment combo cap and misc doc suggestions,cap comment added; tunnel-lerp comment already present
2026-08-18T11:15:00Z,rev_20260818111219_0rt1,codex,rejected,touchStart read after null (WARNING),"claim does not match code: dx/dy read before touchStart=null, handlers are single-threaded"
2026-08-18T11:15:00Z,rev_20260818111219_0rt1,copilot,rejected,localStorage.setItem silent catch,deliberate: private-mode/quota failures must never crash gameplay
2026-08-18T12:20:00Z,rev_20260818121407_81jd,codex,applied,Strict --min-success validation (finding invalid-quorum-silently-weakened),positive-integer-only with actionable error
2026-08-18T12:20:00Z,rev_20260818121407_81jd,codex,applied,Stat/read TOCTOU on input mtime (finding mtime-content-toctou),single fd serves fstat and read; mtime describes exactly the reviewed bytes
2026-08-18T12:20:00Z,rev_20260818121407_81jd,codex,applied,Record quorum config and outcome in the report,"report gains quorum {required, achieved, met} when --min-success is set"
2026-08-18T12:20:00Z,rev_20260818121407_81jd,copilot,rejected,"Return {content, mtime} instead of mutating options (finding input-mtime-side-effect)","options mutation is the file-wide pattern (timeoutMs, personas); consistency beats purity here"
2026-08-18T12:20:00Z,rev_20260818121407_81jd,antigravity,rejected,statSync throwIfNoEntry simplification,superseded by the fd-based fix
2026-08-18T12:30:00Z,rev_20260818122634_i3ri,codex,applied,Name the cause when spawnSync dies by timeout (finding timeout-unchecked),"error messages now carry error.code/signal; a null status already failed the check, so this is diagnosability not correctness"
2026-08-18T12:30:00Z,rev_20260818122634_i3ri,copilot,rejected,rmSync force hides cleanup failures (finding race-rmdir-failure),deliberate best-effort cleanup of a CI temp dir; a cleanup failure must not fail the suite
